0.01,0.002,0.018,0.009,0.013,0.002,0.006,0.005,7,3,2,4,12,13
0.14954,0.023927,0.53835,0.053835,0.27217,0.45461,0.053835,0.074771,5.2327,7.4752,4.4851,23.921,11.96,19.436
0.0024924,0.00013293,0.0089726,0.00022431,0.00056702,0.0015154,8.1569e-05,0.00010385,0.085781,0.17798,0.37376,0.24409,0.26579,0.19632
